joint,bag_time_ns,bag_time_sec,header_stamp_sec,position,velocity,effort,phase
joint1,1785502006692069013,1785502006.6920693,1785502006.691973,0.0,0.0,6.955415678590118e-17,home
joint1,1785502006892882379,1785502006.8928826,1785502006.892705,0.0,0.0,6.955415678590118e-17,home
joint1,1785502007093691279,1785502007.0936916,1785502007.0934625,0.0,0.0,6.955415678590118e-17,home
joint1,1785502007294408363,1785502007.2944086,1785502007.2942736,0.0,0.0,6.955415678590118e-17,home
joint1,1785502007495152165,1785502007.4951522,1785502007.4949784,0.0,0.0,6.955415678590118e-17,home
joint1,1785502007695890626,1785502007.695891,1785502007.6957252,0.0,0.0,6.955415678590118e-17,home
joint1,1785502007896576891,1785502007.896577,1785502007.896417,0.0,0.0,6.955415678590118e-17,gripper_opening
joint1,1785502008097355274,1785502008.0973554,1785502008.0971715,0.0,0.0,6.955415678590118e-17,gripper_opening
joint1,1785502008298036277,1785502008.2980363,1785502008.297947,0.0,0.0,6.955415678590118e-17,gripper_opening
joint1,1785502008498678534,1785502008.4986787,1785502008.498612,0.0,0.0,6.955415678590118e-17,gripper_opening
joint1,1785502008699509348,1785502008.6995094,1785502008.6993525,0.0,0.0,6.955415678590118e-17,gripper_opening
joint1,1785502008900296184,1785502008.9002962,1785502008.900124,0.0,0.0,6.955415678590118e-17,gripper_opening
joint1,1785502009101057790,1785502009.101058,1785502009.1008706,0.0,0.0,6.955415678590118e-17,gripper_opening
joint1,1785502009301784382,1785502009.3017845,1785502009.3016338,0.0,0.0,6.955415678590118e-17,gripper_opening
joint1,1785502009502515575,1785502009.5025156,1785502009.5023792,0.0,0.0,6.955415678590118e-17,gripper_opening
joint1,1785502009703183578,1785502009.7031837,1785502009.703105,0.0,0.0,6.955415678590118e-17,gripper_opening
joint1,1785502009903963749,1785502009.9039638,1785502009.903791,0.0,0.0,6.955415678590118e-17,gripper_opening
joint1,1785502010104602793,1785502010.104603,1785502010.10449,0.0,0.0,6.955415678590118e-17,gripper_opening
joint1,1785502010305271085,1785502010.3052711,1785502010.3051617,0.0,0.0,6.955415678590118e-17,gripper_opening
