segment_id,joint,signal,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_value,end_value,mean_value
0,joint1,velocity,0.0,2.8106930255889893,2.8106930255889893,home,constant,0.0,0.0,0.0,0.0,0.0
1,joint1,velocity,3.011448383331299,5.821768760681152,2.8103203773498535,gripper_opening,constant,0.0,0.0,0.0,0.0,0.0
2,joint1,velocity,6.023050785064697,15.858628511428833,9.835577726364136,pick,constant,0.0,0.0,0.0,0.0,0.0
3,joint1,velocity,16.05931830406189,16.862205505371094,0.8028872013092041,gripper_closing,constant,0.0,0.0,0.0,0.0,0.0
4,joint1,velocity,17.06303381919861,17.86586356163025,0.8028297424316406,gripper_closing,ramp_down,-0.21883376309923958,3.7778885290103976,0.0,-0.2195989787578582,-0.043919795751571636
5,joint1,velocity,18.066617488861084,18.869518756866455,0.8029012680053711,lift,constant,-1.874439460575888e-17,-0.2195989787578579,-0.2195989787578582,-0.2195989787578582,-0.2195989787578582
6,joint1,velocity,19.070276260375977,20.87700128555298,1.806725025177002,lift,ramp_up,0.129956075235644,-2.6978972352157946,-0.2195989787578582,0.0151959145441651,-0.10220153210684654
7,joint1,velocity,21.077982664108276,22.88437843322754,1.8063957691192627,place,constant,-0.008412284176005412,0.19250989457155956,0.0151959145441651,0.0,0.00759795727208255
8,joint1,velocity,23.08501386642456,24.89111089706421,1.8060970306396484,gripper_opening,constant,0.0,0.0,0.0,0.0,0.0
9,joint1,velocity,25.09225034713745,26.898377895355225,1.8061275482177734,retract,constant,0.0,0.0,0.0,0.0,0.0
10,joint1,velocity,27.09904980659485,27.90220808982849,0.8031582832336426,return_home,ramp_up,0.11986913720210328,-3.2562740017546643,0.0,0.0802279263734817,0.04020275995135304
11,joint1,velocity,28.102826356887817,31.916902542114258,3.8140761852264404,return_home,constant,0.0,0.0802279263734817,0.0802279263734817,0.0802279263734817,0.0802279263734817
