segment_id,joint,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_velocity,end_velocity,mean_velocity
0,joint5,0.0,1.806922197341919,1.806922197341919,home,constant,0.0,0.0,0.0,0.0,0.0
1,joint5,2.0077435970306396,4.8181421756744385,2.810398578643799,gripper_opening,constant,0.0,0.0,0.0,0.0,0.0
2,joint5,5.018947124481201,5.822403430938721,0.8034563064575195,pick,ramp_down,-0.5195098680518773,2.6058298119133685,0.0,-0.3491486608982086,-0.21023639473132788
3,joint5,6.023149013519287,10.840179920196533,4.817030906677246,pick,constant,0.0,-0.3491486608982086,-0.3491486608982086,-0.3491486608982086,-0.3491486608982086
4,joint5,11.04084062576294,11.84371018409729,0.8028695583343506,pick,ramp_up,0.39143341971923273,-4.740725509540377,-0.3491486608982086,0.0,-0.2618341386318207
5,joint5,12.044496774673462,14.853986263275146,2.8094894886016846,pick,constant,0.0,0.0,0.0,0.0,0.0
6,joint5,15.054663181304932,15.857495546340942,0.8028323650360107,gripper_closing,constant,0.0,0.0,0.0,0.0,0.0
7,joint5,16.058265447616577,16.86144709587097,0.8031816482543945,gripper_closing,ramp_up,0.34795494906321356,-5.657440615240182,0.0,0.3493619561195373,0.06987239122390745
8,joint5,17.062044620513916,17.864898920059204,0.8028542995452881,lift,constant,6.862254841304226e-17,0.34936195611953585,0.3493619561195373,0.3493619561195373,0.3493619561195373
9,joint5,18.065616130828857,19.872559309005737,1.8069431781768799,lift,ramp_down,-0.3783584826443101,7.184641063414516,0.3493619561195373,-0.3343103229999542,0.007525816559791537
10,joint5,20.073283672332764,20.876131772994995,0.8028481006622314,place,ramp_up,0.3331229532116016,-7.088043337291328,-0.3343103229999542,0.0,-0.2674482583999634
11,joint5,21.07681703567505,21.879687786102295,0.8028707504272461,place,constant,0.0,0.0,0.0,0.0,0.0
12,joint5,22.080413103103638,22.88341212272644,0.8029990196228027,gripper_opening,constant,0.0,0.0,0.0,0.0,0.0
13,joint5,23.0841224193573,23.88749098777771,0.8033685684204102,gripper_opening,ramp_up,0.4072704519564769,-9.45599095702275,0.0,0.2726355195045471,0.10905420780181885
14,joint5,24.088202714920044,24.891077756881714,0.8028750419616699,retract,constant,-1.875788683953759e-16,0.2726355195045518,0.2726355195045471,0.2726355195045471,0.2726355195045471
15,joint5,25.091812133789062,25.89464259147644,0.8028304576873779,retract,ramp_down,-0.27171905348702596,6.981539006097002,0.2726355195045471,0.0,0.054527103900909424
16,joint5,26.095512628555298,26.89832901954651,0.8028163909912109,return_home,ramp_up,0.5219524495718206,-13.620641506559574,0.0,0.3491824865341186,0.20950949192047114
17,joint5,27.099002361297607,29.90902876853943,2.8100264072418213,return_home,constant,0.0,0.3491824865341186,0.3491824865341186,0.3491824865341186,0.3491824865341186
18,joint5,30.10969090461731,30.912365913391113,0.8026750087738037,return_home,ramp_down,-0.2038199629312269,6.527038724849479,0.3491824865341186,0.1446782648563385,0.3082816421985626
19,joint5,31.113088369369507,31.915701389312744,0.8026130199432373,return_home,constant,0.0,0.0,0.0,0.0,0.0
