joint,bag_time_ns,bag_time_sec,header_stamp_sec,position,velocity,effort,phase
joint5,1785500771345086751,1785500771.3450868,1785500771.3448842,0.8621926307678223,0.0,-1.5899393558502195,home
joint5,1785500771545802649,1785500771.5458028,1785500771.5455732,0.8621926307678223,0.0,-1.5899393558502195,home
joint5,1785500771746482447,1785500771.7464826,1785500771.746328,0.8621926307678223,0.0,-1.5899393558502195,home
joint5,1785500771947182795,1785500771.947183,1785500771.9469986,0.8621926307678223,0.0,-1.5899393558502195,home
joint5,1785500772147916151,1785500772.147916,1785500772.147731,0.8621926307678223,0.0,-1.5899393558502195,home
joint5,1785500772348688878,1785500772.348689,1785500772.3484848,0.8621926307678223,0.0,-1.5899393558502195,home
joint5,1785500772549410887,1785500772.5494108,1785500772.549205,0.8621926307678223,0.0,-1.5899393558502195,gripper_opening
joint5,1785500772750071839,1785500772.750072,1785500772.7498956,0.8621926307678223,0.0,-1.5899393558502195,gripper_opening
joint5,1785500772950769110,1785500772.9507692,1785500772.9505756,0.8621926307678223,0.0,-1.5899393558502195,gripper_opening
joint5,1785500773151458241,1785500773.1514585,1785500773.151274,0.8621926307678223,0.0,-1.5899393558502195,gripper_opening
joint5,1785500773352130433,1785500773.352131,1785500773.352012,0.8621926307678223,0.0,-1.5899393558502195,gripper_opening
joint5,1785500773552909883,1785500773.55291,1785500773.5526989,0.8621926307678223,0.0,-1.5899393558502195,gripper_opening
joint5,1785500773753723428,1785500773.7537236,1785500773.7535136,0.8621926307678223,0.0,-1.5899393558502195,gripper_opening
joint5,1785500773954452410,1785500773.9544525,1785500773.9542756,0.8621926307678223,0.0,-1.5899393558502195,gripper_opening
joint5,1785500774155110400,1785500774.1551106,1785500774.1549938,0.8621926307678223,0.0,-1.5899393558502195,gripper_opening
joint5,1785500774355918364,1785500774.3559184,1785500774.3557365,0.8621926307678223,0.0,-1.5899393558502195,gripper_opening
joint5,1785500774556679397,1785500774.5566795,1785500774.556492,0.8621926307678223,0.0,-1.5899393558502195,gripper_opening
joint5,1785500774757453325,1785500774.7574534,1785500774.757254,0.8621926307678223,0.0,-1.5899393558502195,gripper_opening
joint5,1785500774958200621,1785500774.9582007,1785500774.9580123,0.8621926307678223,0.0,-1.5899393558502195,gripper_opening
joint5,1785500775158939797,1785500775.15894,1785500775.1587446,0.8621926307678223,0.0,-1.5899393558502195,gripper_opening
joint5,1785500775359782016,1785500775.359782,1785500775.3595662,0.8621926307678223,0.0,-1.5899393558502195,gripper_opening
joint5,1785500775560547327,1785500775.5605474,1785500775.5603564,0.8621926307678223,0.0,-1.5899393558502195,gripper_opening
