joint,bag_time_ns,bag_time_sec,header_stamp_sec,position,velocity,effort,phase
joint6,1785501047385373273,1785501047.3853734,1785501047.3852043,0.0,0.0,-1.9705405065906237e-05,home
joint6,1785501047586183823,1785501047.586184,1785501047.585979,0.0,0.0,-1.9705405065906237e-05,home
joint6,1785501047786905481,1785501047.7869058,1785501047.7867372,0.0,0.0,-1.9705405065906237e-05,home
joint6,1785501047987715991,1785501047.9877162,1785501047.9875052,0.0,0.0,-1.9705405065906237e-05,home
joint6,1785501048188478941,1785501048.1884792,1785501048.1882732,0.0,0.0,-1.9705405065906237e-05,gripper_opening
joint6,1785501048389277701,1785501048.3892777,1785501048.3890493,0.0,0.0,-1.9705405065906237e-05,gripper_opening
joint6,1785501048590052995,1785501048.590053,1785501048.5898187,0.0,0.0,-1.9705405065906237e-05,gripper_opening
joint6,1785501048790791918,1785501048.790792,1785501048.7906003,0.0,0.0,-1.9705405065906237e-05,gripper_opening
joint6,1785501048991461247,1785501048.9914613,1785501048.991319,0.0,0.0,-1.9705405065906237e-05,gripper_opening
joint6,1785501049192240982,1785501049.192241,1785501049.1920676,0.0,0.0,-1.9705405065906237e-05,gripper_opening
joint6,1785501049393021689,1785501049.3930218,1785501049.39283,0.0,0.0,-1.9705405065906237e-05,gripper_opening
joint6,1785501049593739233,1785501049.5937393,1785501049.5935338,0.0,0.0,-1.9705405065906237e-05,gripper_opening
joint6,1785501049794419435,1785501049.7944195,1785501049.7942393,0.0,0.0,-1.9705405065906237e-05,gripper_opening
joint6,1785501049995137530,1785501049.9951377,1785501049.9949718,0.0,0.0,-1.9705405065906237e-05,gripper_opening
joint6,1785501050195872360,1785501050.1958723,1785501050.1957505,0.0,0.0,-1.9705405065906237e-05,gripper_opening
joint6,1785501050396670974,1785501050.396671,1785501050.3965056,0.0,0.0,-1.9705405065906237e-05,gripper_opening
joint6,1785501050597412627,1785501050.5974128,1785501050.597256,0.0,0.0,-1.9705405065906237e-05,gripper_opening
joint6,1785501050798234286,1785501050.7982345,1785501050.797989,0.0,0.0,-1.9705405065906237e-05,gripper_opening
joint6,1785501050999000046,1785501050.999,1785501050.9987855,0.0,0.0,-1.9705405065906237e-05,gripper_opening
joint6,1785501051199748194,1785501051.1997485,1785501051.1995494,0.0,0.0,-1.9705405065906237e-05,gripper_opening
joint6,1785501051400658016,1785501051.400658,1785501051.400372,0.0,0.0,-1.9705405065906237e-05,gripper_opening
joint6,1785501051601422746,1785501051.601423,1785501051.6011624,0.0,0.0,0.0001686456816969,pick
joint6,1785501051802156937,1785501051.8021572,1785501051.8019428,0.0,0.0,0.000691436114721,pick
joint6,1785501052002982285,1785501052.0029826,1785501052.0027342,0.0,0.0,0.0012126500951126,pick
joint6,1785501052203792405,1785501052.2037926,1785501052.2035053,0.0,0.0,0.0017311741830781,pick
joint6,1785501052404383722,1785501052.404384,1785501052.4042587,0.0,0.0,0.0022459009196609,pick
joint6,1785501052605245913,1785501052.605246,1785501052.6050248,0.0,0.0,0.0027557322755455,pick
joint6,1785501052805995396,1785501052.8059957,1785501052.8057954,0.0,0.0,0.0032695888075977,pick
joint6,1785501053006770869,1785501053.006771,1785501053.0065377,0.0,0.0,0.0037662275135517,pick
joint6,1785501053207478814,1785501053.207479,1785501053.2072656,0.0,0.0,0.0042547290213406,pick
joint6,1785501053408192710,1785501053.4081929,1785501053.4080195,0.0,0.0,0.0047340518794953,pick
joint6,1785501053608951202,1785501053.608951,1785501053.6087456,0.0,0.0,0.0052031758241355,pick
joint6,1785501053809660880,1785501053.8096611,1785501053.8094726,0.0,0.0,0.0056701377034187,pick
joint6,1785501054010332524,1785501054.0103326,1785501054.0101702,0.0,0.0,0.0061156339943408,pick
joint6,1785501054211068425,1785501054.2110686,1785501054.2108746,0.0,0.0,0.0065479865297675,pick
joint6,1785501054411780360,1785501054.4117804,1785501054.4115803,0.0,0.0,0.0069662742316722,pick
joint6,1785501054612456705,1785501054.6124568,1785501054.6122854,0.0,0.0,0.0073696048930287,pick
joint6,1785501054813170884,1785501054.8131711,1785501054.812991,0.0,0.0,0.0077571179717779,pick
joint6,1785501055013885433,1785501055.0138855,1785501055.013692,0.0,0.0,0.0081352274864912,pick
joint6,1785501055214578203,1785501055.2145784,1785501055.2144113,0.0,0.0,0.0084883021190762,pick
joint6,1785501055415337050,1785501055.415337,1785501055.4151092,0.0,0.0,0.0088231684640049,pick
joint6,1785501055616045480,1785501055.6160457,1785501055.6158316,0.0,0.0,0.0091391094028949,pick
joint6,1785501055816748920,1785501055.8167489,1785501055.816543,0.0,0.0,0.0094354478642344,pick
joint6,1785501056017537836,1785501056.0175378,1785501056.0172985,0.0,0.0,0.0097168600186705,pick
joint6,1785501056218253001,1785501056.2182531,1785501056.218019,0.0,0.0,0.0099717052653431,pick
joint6,1785501056418896857,1785501056.418897,1785501056.4187183,0.0,0.0,0.0102051580324769,pick
joint6,1785501056620097584,1785501056.6200976,1785501056.619943,0.0,0.0,0.0104167126119136,pick
joint6,1785501056820801296,1785501056.8208015,1785501056.8206246,0.0,0.0,0.0106059098616242,pick
joint6,1785501057021521591,1785501057.0215218,1785501057.0213125,0.0,0.0,0.0107754338532686,pick
joint6,1785501057222206149,1785501057.2222064,1785501057.2220235,0.0,0.0,0.0109182652086019,pick
joint6,1785501057422949340,1785501057.4229496,1785501057.4227214,0.0,0.0,0.0110376439988613,pick
joint6,1785501057623595654,1785501057.623596,1785501057.6234112,0.0,0.0,0.0111333047971129,pick
joint6,1785501057824265012,1785501057.824265,1785501057.824097,0.0,0.0,0.0112050333991646,pick
joint6,1785501058024913701,1785501058.0249138,1785501058.0247834,0.0,0.0,0.0118248024955391,pick
joint6,1785501058225593952,1785501058.225594,1785501058.225464,0.0,0.0,0.0112628266215324,pick
joint6,1785501058426350351,1785501058.4263504,1785501058.4261558,0.0,0.0,0.0112628266215324,pick
joint6,1785501058626991526,1785501058.6269915,1785501058.6268618,0.0,0.0,0.0112628266215324,pick
joint6,1785501058827722486,1785501058.8277223,1785501058.827537,0.0,0.0,0.0112628266215324,pick
joint6,1785501059028411936,1785501059.028412,1785501059.0282726,0.0,0.0,0.0112628266215324,pick
joint6,1785501059229180210,1785501059.2291803,1785501059.228979,0.0,0.0,0.0112628266215324,pick
joint6,1785501059429826818,1785501059.429827,1785501059.429669,0.0,0.0,0.0112628266215324,pick
joint6,1785501059630535897,1785501059.630536,1785501059.6304038,0.0,0.0,0.0112628266215324,pick
joint6,1785501059831373215,1785501059.8313737,1785501059.8311384,0.0,0.0,0.0112628266215324,pick
joint6,1785501060032130779,1785501060.032131,1785501060.0319078,0.0,0.0,0.0112628266215324,pick
joint6,1785501060232794913,1785501060.232795,1785501060.2326596,0.0,0.0,0.0112628266215324,pick
joint6,1785501060433599339,1785501060.4335992,1785501060.433417,0.0,0.0,0.0112628266215324,pick
joint6,1785501060634413064,1785501060.6344132,1785501060.6341846,0.0,0.0,0.0112628266215324,pick
joint6,1785501060835182031,1785501060.8351822,1785501060.8349664,0.0,0.0,0.0112628266215324,pick
joint6,1785501061035909679,1785501061.0359097,1785501061.0357316,0.0,0.0,0.0112628266215324,pick
joint6,1785501061236738565,1785501061.2367387,1785501061.236497,0.0,0.0,0.0112628266215324,gripper_closing
joint6,1785501061437361260,1785501061.4373612,1785501061.4372137,0.0,0.0,0.0112628266215324,gripper_closing
joint6,1785501061638108087,1785501061.6381085,1785501061.6379106,0.0,0.0,0.0112628266215324,gripper_closing
joint6,1785501061838736133,1785501061.8387363,1785501061.8386035,0.0,0.0,0.0112628266215324,gripper_closing
joint6,1785501062039494553,1785501062.0394948,1785501062.039351,0.0,0.0,0.0112628266215324,gripper_closing
joint6,1785501062240186886,1785501062.240187,1785501062.240056,0.0,0.0,0.0112628266215324,gripper_closing
joint6,1785501062440913966,1785501062.440914,1785501062.4407606,0.0,0.0,0.0112628266215324,gripper_closing
joint6,1785501062641673389,1785501062.6416736,1785501062.6415074,0.0,0.0,0.0112628266215324,gripper_closing
joint6,1785501062842322037,1785501062.842322,1785501062.8421917,0.0,0.0,0.0112628266215324,gripper_closing
joint6,1785501063043080439,1785501063.0430806,1785501063.0428658,0.0,0.0,0.0113201551139354,lift
joint6,1785501063243831137,1785501063.2438312,1785501063.2436247,0.0,0.0,0.0113262385129928,lift
joint6,1785501063444464397,1785501063.4444644,1785501063.444329,0.0,0.0,0.0113304462283849,lift
joint6,1785501063645263610,1785501063.6452637,1785501063.645073,0.0,0.0,0.0113327838480472,lift
joint6,1785501063845926087,1785501063.8459263,1785501063.8458076,0.0,0.0,0.0113332541659474,lift
